,pert_id,pert_iname,pcl_id,pcl_name,pcl_type,pcl_source,pcl_criteria
426,BRD-K01292756,pimozide,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
427,CGS001-55746,NUP133,KD_NUCLEOPORIN,Nucleoporin LOF,LOF,Broad_moa,MoA
428,CGS001-79902,NUP85,KD_NUCLEOPORIN,Nucleoporin LOF,LOF,Broad_moa,MoA
429,CGS001-4927,NUP88,KD_NUCLEOPORIN,Nucleoporin LOF,LOF,Broad_moa,MoA
430,CGS001-9688,NUP93,KD_NUCLEOPORIN,Nucleoporin LOF,LOF,Broad_moa,MoA
431,CGS001-6632,SNRPD1,KD_NUCLEOPORIN,Nucleoporin LOF,LOF,Broad_moa,MoA
432,BRD-K77947974,fluspirilene,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
433,BRD-K50891186,GR-103691,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
434,BRD-K05181463,L-741626,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
435,BRD-K35559145,levomepromazine,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
436,BRD-K51671335,levosulpiride,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
437,BRD-K10995081,perphenazine,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
438,BRD-K01292756,pimozide,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
439,BRD-K37814297,acepromazine,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
440,BRD-K89997465,chlorpromazine,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
441,BRD-K59058766,chlorprothixene,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
442,BRD-K37289225,clozapine,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
443,BRD-K97158071,droperidol,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
444,BRD-K55127134,fluphenazine,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
445,BRD-K77947974,fluspirilene,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
446,BRD-K50891186,GR-103691,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
447,BRD-K05181463,L-741626,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
448,BRD-K35559145,levomepromazine,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
449,BRD-K51671335,levosulpiride,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
450,BRD-K10995081,perphenazine,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
451,BRD-K01292756,pimozide,CP_DOPAMINE_RECEPTOR_ANTAGONIST,Dopamine receptor antagonist,CP,Broad_moa,MoA
452,BRD-K93658967,aloisine,CP_GLYCOGEN_SYNTHASE_KINASE_INHIBITOR,Glycogen synthase kinase inhibitor,CP,Broad_moa,MoA
453,BRD-K67860401,AR-A014418,CP_GLYCOGEN_SYNTHASE_KINASE_INHIBITOR,Glycogen synthase kinase inhibitor,CP,Broad_moa,MoA
454,BRD-K09991945,GSK-3-inhibitor-II,CP_GLYCOGEN_SYNTHASE_KINASE_INHIBITOR,Glycogen synthase kinase inhibitor,CP,Broad_moa,MoA
455,BRD-K04923131,GSK-3-inhibitor-IX,CP_GLYCOGEN_SYNTHASE_KINASE_INHIBITOR,Glycogen synthase kinase inhibitor,CP,Broad_moa,MoA
456,BRD-K53959060,indirubin,CP_GLYCOGEN_SYNTHASE_KINASE_INHIBITOR,Glycogen synthase kinase inhibitor,CP,Broad_moa,MoA
457,BRD-K19136521,indirubin-3-monoxime,CP_GLYCOGEN_SYNTHASE_KINASE_INHIBITOR,Glycogen synthase kinase inhibitor,CP,Broad_moa,MoA
458,BRD-K37312348,kenpaullone,CP_GLYCOGEN_SYNTHASE_KINASE_INHIBITOR,Glycogen synthase kinase inhibitor,CP,Broad_moa,MoA
459,BRD-K87932577,NSC-693868,CP_GLYCOGEN_SYNTHASE_KINASE_INHIBITOR,Glycogen synthase kinase inhibitor,CP,Broad_moa,MoA
460,BRD-K59184148,SB-216763,CP_GLYCOGEN_SYNTHASE_KINASE_INHIBITOR,Glycogen synthase kinase inhibitor,CP,Broad_moa,MoA
461,BRD-K76805682,SB-415286,CP_GLYCOGEN_SYNTHASE_KINASE_INHIBITOR,Glycogen synthase kinase inhibitor,CP,Broad_moa,MoA
462,BRD-K94176593,TWS-119,CP_GLYCOGEN_SYNTHASE_KINASE_INHIBITOR,Glycogen synthase kinase inhibitor,CP,Broad_moa,MoA
463,BRD-K17349619,HLI-373,CP_MDM_INHIBITOR,MDM inhibitor,CP,Broad_moa,MoA
464,BRD-K84987553,MDM2-inhibitor,CP_MDM_INHIBITOR,MDM inhibitor,CP,Broad_moa,MoA
465,BRD-K00317371,RITA,CP_MDM_INHIBITOR,MDM inhibitor,CP,Broad_moa,MoA
466,BRD-K93095519,SJ-172550,CP_MDM_INHIBITOR,MDM inhibitor,CP,Broad_moa,MoA
467,BRD-K68246049,TTNPB,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
468,BRD-K78373679,Ro-3306,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
469,BRD-K07691486,roscovitine,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
470,CGS001-9966,TNFSF15,KD_TUMOR_NECROSIS_FACTOR_SUPERFAMILY,Tumor necrosis factor superfamily LOF,LOF,Broad_moa,MoA
471,CGS001-7292,TNFSF4,KD_TUMOR_NECROSIS_FACTOR_SUPERFAMILY,Tumor necrosis factor superfamily LOF,LOF,Broad_moa,MoA
472,CGS001-944,TNFSF8,KD_TUMOR_NECROSIS_FACTOR_SUPERFAMILY,Tumor necrosis factor superfamily LOF,LOF,Broad_moa,MoA
473,BRD-K36627727,tamibarotene,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
474,BRD-K06926592,tretinoin,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
475,BRD-K68246049,TTNPB,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
476,BRD-K78373679,Ro-3306,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
477,BRD-K07691486,roscovitine,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
478,BRD-K09132007,D-4476,CP_TGF_BETA_RECEPTOR_INHIBITOR,TGF beta receptor inhibitor,CP,Broad_moa,MoA
479,BRD-K06234293,LY-364947,CP_TGF_BETA_RECEPTOR_INHIBITOR,TGF beta receptor inhibitor,CP,Broad_moa,MoA
480,BRD-K67298865,SB-431542,CP_TGF_BETA_RECEPTOR_INHIBITOR,TGF beta receptor inhibitor,CP,Broad_moa,MoA
481,BRD-K37720887,SB-525334,CP_TGF_BETA_RECEPTOR_INHIBITOR,TGF beta receptor inhibitor,CP,Broad_moa,MoA
482,BRD-K36627727,tamibarotene,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
483,BRD-K06926592,tretinoin,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
484,BRD-K68246049,TTNPB,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
485,BRD-K78373679,Ro-3306,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
486,BRD-K07691486,roscovitine,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
487,CGS001-7994,KAT6A,KD_LYSINE_ACETYLTRANSFERASES,Lysine acetyltransferases LOF,LOF,Broad_moa,MoA
488,CGS001-23522,KAT6B,KD_LYSINE_ACETYLTRANSFERASES,Lysine acetyltransferases LOF,LOF,Broad_moa,MoA
489,CGS001-8202,NCOA3,KD_LYSINE_ACETYLTRANSFERASES,Lysine acetyltransferases LOF,LOF,Broad_moa,MoA
490,BRD-K28168037,fenretinide,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
491,BRD-K76723084,isotretinoin,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
492,BRD-K36627727,tamibarotene,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
493,BRD-K06926592,tretinoin,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
494,BRD-K68246049,TTNPB,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
495,BRD-K78373679,Ro-3306,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
496,BRD-K07691486,roscovitine,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
497,BRD-K93176058,AC-55649,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
498,BRD-K62012036,acitretin,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
499,BRD-K35483542,alitretinoin,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
500,BRD-K06854232,AM-580,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
501,BRD-K28168037,fenretinide,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
502,BRD-K76723084,isotretinoin,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
503,BRD-K36627727,tamibarotene,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
504,BRD-K06926592,tretinoin,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
505,BRD-K68246049,TTNPB,CP_RETINOID_RECEPTOR_AGONIST,Retinoid receptor agonist,CP,Broad_moa,MoA
506,BRD-K78373679,Ro-3306,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
507,BRD-K07691486,roscovitine,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
508,BRD-K93658967,aloisine,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
509,BRD-K07762753,aminopurvalanol-a,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
510,BRD-K13390322,AT-7519,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
511,BRD-K19136521,indirubin-3-monoxime,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
512,BRD-K11636097,JNJ-7706621,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
513,BRD-K37312348,kenpaullone,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
514,BRD-K87932577,NSC-693868,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
515,BRD-K51313569,palbociclib,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
516,BRD-K64800655,PHA-793887,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
517,BRD-K50836978,purvalanol-a,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
518,BRD-K78373679,Ro-3306,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
519,BRD-K07691486,roscovitine,CP_CDK_INHIBITOR,CDK inhibitor,CP,Broad_moa,MoA
520,BRD-K66175015,afatinib,CP_EGFR_INHIBITOR,EGFR inhibitor,CP,Broad_moa,MoA
521,BRD-K49294207,BIBU-1361,CP_EGFR_INHIBITOR,EGFR inhibitor,CP,Broad_moa,MoA
522,BRD-K70914287,BIBX-1382,CP_EGFR_INHIBITOR,EGFR inhibitor,CP,Broad_moa,MoA
523,BRD-K50168500,canertinib,CP_EGFR_INHIBITOR,EGFR inhibitor,CP,Broad_moa,MoA
524,BRD-K13087974,CGP-52411,CP_EGFR_INHIBITOR,EGFR inhibitor,CP,Broad_moa,MoA
525,BRD-K85402309,dovitinib,CP_EGFR_INHIBITOR,EGFR inhibitor,CP,Broad_moa,MoA
526,BRD-K70401845,erlotinib,CP_EGFR_INHIBITOR,EGFR inhibitor,CP,Broad_moa,MoA
527,BRD-K64052750,gefitinib,CP_EGFR_INHIBITOR,EGFR inhibitor,CP,Broad_moa,MoA
528,BRD-K85606544,neratinib,CP_EGFR_INHIBITOR,EGFR inhibitor,CP,Broad_moa,MoA
529,BRD-K48735772,PD-158780,CP_EGFR_INHIBITOR,EGFR inhibitor,CP,Broad_moa,MoA
530,BRD-K68336408,tyrphostin-AG-1478,CP_EGFR_INHIBITOR,EGFR inhibitor,CP,Broad_moa,MoA
531,BRD-K59469039,tyrphostin-AG-879,CP_EGFR_INHIBITOR,EGFR inhibitor,CP,Broad_moa,MoA
532,BRD-U25771771,WZ-4-145,CP_EGFR_INHIBITOR,EGFR inhibitor,CP,Broad_moa,MoA
533,BRD-K05804044,AZ-628,CP_RAF_INHIBITOR,RAF inhibitor,CP,Broad_moa,MoA
534,BRD-K67578145,GDC-0879,CP_RAF_INHIBITOR,RAF inhibitor,CP,Broad_moa,MoA
535,BRD-K39520573,GW-5074,CP_RAF_INHIBITOR,RAF inhibitor,CP,Broad_moa,MoA
536,BRD-U37049823,HG-6-64-01,CP_RAF_INHIBITOR,RAF inhibitor,CP,Broad_moa,MoA
537,BRD-K16478699,PLX-4720,CP_RAF_INHIBITOR,RAF inhibitor,CP,Broad_moa,MoA
538,BRD-K01253243,SB-590885,CP_RAF_INHIBITOR,RAF inhibitor,CP,Broad_moa,MoA
539,BRD-K49810818,sorafenib,CP_RAF_INHIBITOR,RAF inhibitor,CP,Broad_moa,MoA
540,BRD-M64432851,sunitinib,CP_RAF_INHIBITOR,RAF inhibitor,CP,Broad_moa,MoA
541,BRD-K56343971,vemurafenib,CP_RAF_INHIBITOR,RAF inhibitor,CP,Broad_moa,MoA
542,BRD-K99063460,didanosine,CP_NUCLEOSIDE_REVERSE_TRANSCRIPTASE_INHIBITOR,Nucleoside reverse transcriptase inhibitor,CP,Broad_moa,MoA
543,BRD-K93880783,stavudine,CP_NUCLEOSIDE_REVERSE_TRANSCRIPTASE_INHIBITOR,Nucleoside reverse transcriptase inhibitor,CP,Broad_moa,MoA
544,BRD-K85925969,zalcitabine,CP_NUCLEOSIDE_REVERSE_TRANSCRIPTASE_INHIBITOR,Nucleoside reverse transcriptase inhibitor,CP,Broad_moa,MoA
545,BRD-K56001384,antimycin-a,CP_ATP_SYNTHASE_INHIBITOR,ATP synthase inhibitor,CP,Broad_moa,MoA
546,BRD-K74133369,oligomycin-a,CP_ATP_SYNTHASE_INHIBITOR,ATP synthase inhibitor,CP,Broad_moa,MoA
547,BRD-K05350981,oligomycin-c,CP_ATP_SYNTHASE_INHIBITOR,ATP synthase inhibitor,CP,Broad_moa,MoA
548,CGS001-3688,ITGB1,KD_INTEGRIN_SUBUNITS_BETA,Integrin subunits beta LOF,LOF,Broad_moa,MoA
549,CGS001-3691,ITGB4,KD_INTEGRIN_SUBUNITS_BETA,Integrin subunits beta LOF,LOF,Broad_moa,MoA
550,CGS001-3693,ITGB5,KD_INTEGRIN_SUBUNITS_BETA,Integrin subunits beta LOF,LOF,Broad_moa,MoA
551,CGS001-3198,HOXA1,KD_HOXL_SUBCLASS_HOMEOBOXES,HOXL subclass homeoboxes LOF,LOF,Broad_moa,MoA
552,CGS001-3215,HOXB5,KD_HOXL_SUBCLASS_HOMEOBOXES,HOXL subclass homeoboxes LOF,LOF,Broad_moa,MoA
553,CGS001-4223,MEOX2,KD_HOXL_SUBCLASS_HOMEOBOXES,HOXL subclass homeoboxes LOF,LOF,Broad_moa,MoA
554,BRD-K53414658,tivozanib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
555,CGS001-55127,HEATR1,KD_MINOR_HISTOCOMPATIBILITY_ANTIGENS,Minor histocompatibility antigens LOF,LOF,Broad_moa,MoA
556,CGS001-55746,NUP133,KD_MINOR_HISTOCOMPATIBILITY_ANTIGENS,Minor histocompatibility antigens LOF,LOF,Broad_moa,MoA
557,CGS001-9322,TRIP10,KD_MINOR_HISTOCOMPATIBILITY_ANTIGENS,Minor histocompatibility antigens LOF,LOF,Broad_moa,MoA
558,BRD-K89162000,tandutinib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
559,BRD-K53414658,tivozanib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
560,CGS001-4704,NDUFA9,KD_NADH_UBIQUINONE_OXIDOREDUCTASE_SUPERNUMERARY_SUBUNITS,NADH ubiquinone oxidoreductase supernumerary subunits LOF,LOF,Broad_moa,MoA
561,CGS001-4706,NDUFAB1,KD_NADH_UBIQUINONE_OXIDOREDUCTASE_SUPERNUMERARY_SUBUNITS,NADH ubiquinone oxidoreductase supernumerary subunits LOF,LOF,Broad_moa,MoA
562,CGS001-4714,NDUFB8,KD_NADH_UBIQUINONE_OXIDOREDUCTASE_SUPERNUMERARY_SUBUNITS,NADH ubiquinone oxidoreductase supernumerary subunits LOF,LOF,Broad_moa,MoA
563,CGS001-4724,NDUFS4,KD_NADH_UBIQUINONE_OXIDOREDUCTASE_SUPERNUMERARY_SUBUNITS,NADH ubiquinone oxidoreductase supernumerary subunits LOF,LOF,Broad_moa,MoA
564,BRD-K89162000,tandutinib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
565,BRD-K53414658,tivozanib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
566,CGS001-7481,WNT11,KD_WNT_FAMILY,Wnt family LOF,LOF,Broad_moa,MoA
567,CGS001-7477,WNT7B,KD_WNT_FAMILY,Wnt family LOF,LOF,Broad_moa,MoA
568,CGS001-7483,WNT9A,KD_WNT_FAMILY,Wnt family LOF,LOF,Broad_moa,MoA
569,CGS001-7484,WNT9B,KD_WNT_FAMILY,Wnt family LOF,LOF,Broad_moa,MoA
570,BRD-M64432851,sunitinib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
571,BRD-K89162000,tandutinib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
572,BRD-K53414658,tivozanib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
573,CGS001-319100,TAAR6,KD_TRACE_AMINE_RECEPTORS,Trace amine receptors LOF,LOF,Broad_moa,MoA
574,CGS001-83551,TAAR8,KD_TRACE_AMINE_RECEPTORS,Trace amine receptors LOF,LOF,Broad_moa,MoA
575,CGS001-134860,TAAR9,KD_TRACE_AMINE_RECEPTORS,Trace amine receptors LOF,LOF,Broad_moa,MoA
576,CGS001-64750,SMURF2,KD_BMP_SIGNALING,BMP Signaling LOF,LOF,Broad_moa,MoA
577,BRD-K49810818,sorafenib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
578,BRD-M64432851,sunitinib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
579,BRD-K89162000,tandutinib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
580,BRD-K53414658,tivozanib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
581,CGS001-657,BMPR1A,KD_BMP_SIGNALING,BMP Signaling LOF,LOF,Broad_moa,MoA
582,CGS001-4086,SMAD1,KD_BMP_SIGNALING,BMP Signaling LOF,LOF,Broad_moa,MoA
583,CGS001-4092,SMAD7,KD_BMP_SIGNALING,BMP Signaling LOF,LOF,Broad_moa,MoA
584,CGS001-57154,SMURF1,KD_BMP_SIGNALING,BMP Signaling LOF,LOF,Broad_moa,MoA
585,CGS001-64750,SMURF2,KD_BMP_SIGNALING,BMP Signaling LOF,LOF,Broad_moa,MoA
586,BRD-K49810818,sorafenib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
587,BRD-M64432851,sunitinib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
588,BRD-K89162000,tandutinib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
589,BRD-K53414658,tivozanib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
590,CGS001-1746,DLX2,KD_NKL_SUBCLASS_HOMEOBOXES_AND_PSEUDOGENES,NKL subclass homeoboxes and pseudogenes LOF,LOF,Broad_moa,MoA
591,CGS001-1747,DLX3,KD_NKL_SUBCLASS_HOMEOBOXES_AND_PSEUDOGENES,NKL subclass homeoboxes and pseudogenes LOF,LOF,Broad_moa,MoA
592,CGS001-3087,HHEX,KD_NKL_SUBCLASS_HOMEOBOXES_AND_PSEUDOGENES,NKL subclass homeoboxes and pseudogenes LOF,LOF,Broad_moa,MoA
593,BRD-A12560204,nitrendipine,CP_CALCIUM_CHANNEL_BLOCKER,Calcium channel blocker,CP,Broad_moa,MoA
594,BRD-K99616396,motesanib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
595,BRD-K74514084,pazopanib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
596,BRD-K49810818,sorafenib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
597,BRD-M64432851,sunitinib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
598,BRD-K89162000,tandutinib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
599,BRD-K53414658,tivozanib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
600,BRD-A64297288,amlodipine,CP_CALCIUM_CHANNEL_BLOCKER,Calcium channel blocker,CP,Broad_moa,MoA
601,BRD-A52282606,lacidipine,CP_CALCIUM_CHANNEL_BLOCKER,Calcium channel blocker,CP,Broad_moa,MoA
602,BRD-K62858456,lomerizine,CP_CALCIUM_CHANNEL_BLOCKER,Calcium channel blocker,CP,Broad_moa,MoA
603,BRD-A96107863,nisoldipine,CP_CALCIUM_CHANNEL_BLOCKER,Calcium channel blocker,CP,Broad_moa,MoA
604,BRD-A12560204,nitrendipine,CP_CALCIUM_CHANNEL_BLOCKER,Calcium channel blocker,CP,Broad_moa,MoA
605,BRD-K99616396,motesanib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
606,BRD-K74514084,pazopanib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
607,BRD-K49810818,sorafenib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
608,BRD-M64432851,sunitinib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
609,BRD-K89162000,tandutinib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
610,BRD-K53414658,tivozanib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
611,BRD-K86930074,cediranib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
612,BRD-K27665173,D-64406,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
613,BRD-U37049823,HG-6-64-01,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
614,BRD-K47150025,KI-8751,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
615,BRD-K71035033,masitinib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
616,BRD-K13646352,midostaurin,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
617,BRD-K99616396,motesanib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
618,BRD-K74514084,pazopanib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
619,BRD-K49810818,sorafenib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
620,BRD-M64432851,sunitinib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
621,BRD-K89162000,tandutinib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
622,BRD-K53414658,tivozanib,CP_PDGFR_KIT_INHIBITOR,PDGFR/KIT inhibitor,CP,Broad_moa,MoA
623,BRD-K29905972,axitinib,CP_VEGFR_INHIBITOR,VEGFR inhibitor,CP,Broad_moa,MoA
624,BRD-K86930074,cediranib,CP_VEGFR_INHIBITOR,VEGFR inhibitor,CP,Broad_moa,MoA
625,BRD-K85402309,dovitinib,CP_VEGFR_INHIBITOR,VEGFR inhibitor,CP,Broad_moa,MoA
626,BRD-K13646352,midostaurin,CP_VEGFR_INHIBITOR,VEGFR inhibitor,CP,Broad_moa,MoA
627,BRD-K74514084,pazopanib,CP_VEGFR_INHIBITOR,VEGFR inhibitor,CP,Broad_moa,MoA
628,BRD-K97764662,PD-173074,CP_VEGFR_INHIBITOR,VEGFR inhibitor,CP,Broad_moa,MoA
629,BRD-K49810818,sorafenib,CP_VEGFR_INHIBITOR,VEGFR inhibitor,CP,Broad_moa,MoA
630,BRD-K20287671,SU-4312,CP_VEGFR_INHIBITOR,VEGFR inhibitor,CP,Broad_moa,MoA
631,BRD-M64432851,sunitinib,CP_VEGFR_INHIBITOR,VEGFR inhibitor,CP,Broad_moa,MoA
632,BRD-K53414658,tivozanib,CP_VEGFR_INHIBITOR,VEGFR inhibitor,CP,Broad_moa,MoA
633,BRD-K59469039,tyrphostin-AG-879,CP_VEGFR_INHIBITOR,VEGFR inhibitor,CP,Broad_moa,MoA
634,BRD-K41337261,ZM-306416,CP_VEGFR_INHIBITOR,VEGFR inhibitor,CP,Broad_moa,MoA
